candidate_name,start of T90-F (UTC),T90-F,start of T90(UTC),T90,SNR
220115E,2022-01-15T08:45:30.864835,19.07,2022-01-15T08:45:40.592818,0.26,97.08
220115F,2022-01-15T13:12:57.280637,15.42,2022-01-15T13:13:05.280634,3.39,15.32
220115G,2022-01-15T14:48:52.240072,37.7,-,-,-
220115H,2022-01-15T18:21:15.568006,82.37,-,-,-
220115I,2022-01-15T19:19:36.656184,14.91,2022-01-15T19:19:45.936170,0.26,23.85
220115J,2022-01-15T21:52:08.570276,11.84,-,-,-
220116A,2022-01-16T00:36:09.792455,30.14,-,-,-
220116B,2022-01-16T02:15:42.768862,33.6,-,-,-
220116C,2022-01-16T07:55:10.803009,25.02,-,-,-
220116D,2022-01-16T07:58:42.689137,25.15,-,-,-
220116E,2022-01-16T07:59:32.863821,27.07,-,-,-
220116F,2022-01-16T08:03:50.481133,30.59,-,-,-
220116G,2022-01-16T18:07:52.370437,57.98,-,-,-
220117A,2022-01-17T00:10:27.041608,32.9,-,-,-
220117B,2022-01-17T00:43:47.480002,32.38,-,-,-
220117C,2022-01-17T16:18:53.187612,49.79,2022-01-17T16:19:06.499612,30.91,15.04
220118A,2022-01-18T00:57:59.998576,43.01,-,-,-
220118B,2022-01-18T02:08:18.000000,51.26,-,-,-
220118C,2022-01-18T07:38:50.593205,23.1,2022-01-18T07:38:56.801200,4.1,3.56
220118D,2022-01-18T07:53:42.945207,29.7,2022-01-18T07:53:44.673200,24.83,4.24
220118E,2022-01-18T11:59:02.594396,39.36,-,-,-
220118F,2022-01-18T21:30:32.170268,33.66,2022-01-18T21:30:40.426262,15.68,10.53
220118G,2022-01-18T22:58:17.511366,20.93,-,-,-
220118H,2022-01-18T23:45:16.144900,33.79,2022-01-18T23:45:29.648886,0.19,13.0
220119A,2022-01-19T07:46:58.400389,27.14,-,-,-
220119B,2022-01-19T09:43:37.280360,22.66,-,-,-
220120A,2022-01-20T05:58:02.879994,45.38,-,-,-
220120B,2022-01-20T06:01:46.848005,35.46,-,-,-
220120C,2022-01-20T08:27:41.953522,34.82,-,-,-
220120D,2022-01-20T19:39:08.128526,35.39,-,-,-
220120E,2022-01-20T20:33:35.088019,6.85,-,-,-
220120F,2022-01-20T20:44:50.842888,20.22,-,-,-
220120G,2022-01-20T21:15:10.256291,32.83,-,-,-
220120H,2022-01-20T22:33:40.799365,32.19,-,-,-
220121A,2022-01-21T00:17:14.209403,25.15,-,-,-
220121B,2022-01-21T02:42:08.832347,18.56,-,-,-
220121C,2022-01-21T03:05:52.640397,18.37,2022-01-21T03:05:54.624392,18.11,7.69
220121D,2022-01-21T09:05:41.058953,18.5,-,-,-
220121E,2022-01-21T09:50:45.826964,21.76,-,-,-
220121F,2022-01-21T21:58:00.000302,58.37,-,-,-
220121G,2022-01-21T23:53:21.386455,24.7,-,-,-
220122A,2022-01-22T00:25:56.048206,17.54,-,-,-
220122B,2022-01-22T02:12:10.704035,21.89,-,-,-
220122C,2022-01-22T03:03:58.160683,25.09,-,-,-
220122D,2022-01-22T10:28:07.873798,38.14,2022-01-22T10:28:06.401790,40.26,19.47
220123A,2022-01-23T06:39:21.120816,20.42,2022-01-23T06:39:25.792806,9.79,2.57
220123B,2022-01-23T15:59:03.104134,20.8,-,-,-
220123C,2022-01-23T19:56:35.547598,48.26,2022-01-23T19:56:43.291596,8.9,3.06
220124A,2022-01-24T10:58:14.744014,32.19,-,-,-
220124B,2022-01-24T19:52:27.428503,29.38,-,-,-
220124C,2022-01-24T22:58:41.663783,19.14,-,-,-
220125A,2022-01-25T06:11:34.928223,33.98,2022-01-25T06:11:44.272216,23.74,29.26
220125B,2022-01-25T09:57:34.592371,16.13,2022-01-25T09:57:44.064362,3.52,2.94
220125C,2022-01-25T14:59:24.737190,16.38,-,-,-
220125D,2022-01-25T15:07:49.553182,37.5,2022-01-25T15:07:50.321176,32.38,6.43
220126A,2022-01-26T11:10:50.000618,27.65,2022-01-26T11:11:06.768618,14.4,3.21
220126B,2022-01-26T16:03:30.000136,26.88,-,-,-
220126C,2022-01-26T16:30:18.992147,30.4,-,-,-
220126D,2022-01-26T21:34:57.600537,33.22,-,-,-
220127A,2022-01-27T00:35:10.017663,32.51,-,-,-
220127B,2022-01-27T02:46:43.744316,26.56,-,-,-
220127C,2022-01-27T08:44:42.289323,37.57,-,-,-
220127D,2022-01-27T14:43:34.432336,19.78,-,-,-
220128A,2022-01-28T03:02:28.640410,45.06,-,-,-
220128B,2022-01-28T07:56:19.408297,30.53,2022-01-28T07:56:29.968282,11.52,4.09
220128C,2022-01-28T10:56:06.668934,23.04,-,-,-
220128D,2022-01-28T15:27:07.185502,36.22,-,-,-
220128E,2022-01-28T19:43:08.224213,24.45,-,-,-
220129A,2022-01-29T01:37:37.584443,52.35,-,-,-
220129B,2022-01-29T05:29:10.000834,37.18,-,-,-
220129C,2022-01-29T17:22:04.784218,34.3,-,-,-
220130A,2022-01-30T12:14:42.096112,20.48,-,-,-
220130B,2022-01-30T16:40:52.499757,40.64,-,-,-
220130C,2022-01-30T16:44:33.971757,26.62,-,-,-
220130D,2022-01-30T17:09:35.520040,28.93,-,-,-
220130E,2022-01-30T23:16:20.000690,81.92,-,-,-
220131A,2022-01-31T08:08:50.009097,24.26,2022-01-31T08:09:01.081092,34.62,8.51
220131B,2022-01-31T15:15:05.777834,23.49,-,-,-
220131C,2022-01-31T16:27:12.752278,47.94,-,-,-
220131D,2022-01-31T17:07:39.376923,19.2,-,-,-
220201A,2022-02-01T09:33:08.000000,43.07,2022-02-01T09:33:34.752000,13.57,4.98
220201B,2022-02-01T14:38:16.463026,30.14,-,-,-
220201C,2022-02-01T23:44:44.080485,36.1,-,-,-
220202A,2022-02-02T17:38:49.384195,25.73,-,-,-
220203A,2022-02-03T11:16:34.976676,16.32,2022-02-03T11:16:38.944674,17.92,17.79
220203B,2022-02-03T11:39:39.168687,27.26,-,-,-
220203C,2022-02-03T12:24:57.000000,30.27,-,-,-
220203D,2022-02-03T17:39:47.402891,27.58,-,-,-
220203E,2022-02-03T18:37:06.353192,23.36,-,-,-
220203F,2022-02-03T23:04:26.192157,27.58,-,-,-
220204A,2022-02-04T00:23:01.104242,28.93,-,-,-
220204B,2022-02-04T02:06:41.216773,30.78,-,-,-
220204C,2022-02-04T14:07:10.000956,29.31,-,-,-
220204D,2022-02-04T22:54:26.912512,20.54,-,-,-
220205A,2022-02-05T05:21:16.023351,79.36,2022-02-05T05:21:29.527344,17.09,17.78
220205B,2022-02-05T14:43:29.796353,30.14,2022-02-05T14:43:40.996338,10.5,7.32
220205C,2022-02-05T15:17:20.098566,30.02,-,-,-
220205D,2022-02-05T15:42:25.810579,30.21,2022-02-05T15:42:30.610564,8.19,6.07
220205E,2022-02-05T17:26:10.961775,57.34,-,-,-
220205F,2022-02-05T18:18:41.240015,29.7,-,-,-
220206A,2022-02-06T04:15:24.592803,35.58,-,-,-
220206B,2022-02-06T06:46:35.864006,83.07,-,-,-
220206C,2022-02-06T10:15:17.057054,24.06,-,-,-
220206D,2022-02-06T10:59:33.764879,26.18,-,-,-
220206E,2022-02-06T11:47:44.284108,36.67,-,-,-
220206F,2022-02-06T14:11:37.040830,20.35,-,-,-
220206G,2022-02-06T16:06:20.288606,32.13,-,-,-
220206H,2022-02-06T23:29:37.968919,18.5,-,-,-
220207A,2022-02-07T06:34:54.160119,86.98,-,-,-
220208A,2022-02-08T06:19:49.824006,82.11,-,-,-
220208B,2022-02-08T11:16:50.803370,47.94,-,-,-
220208C,2022-02-08T12:12:53.696858,19.33,-,-,-
220208D,2022-02-08T21:39:35.328764,17.34,-,-,-
220209A,2022-02-09T04:27:32.929083,86.98,-,-,-
220209B,2022-02-09T06:06:21.688006,85.25,-,-,-
220209C,2022-02-09T06:46:41.317021,18.62,-,-,-
220209D,2022-02-09T11:27:28.626272,39.81,-,-,-
220209E,2022-02-09T12:42:02.000000,17.41,-,-,-
220209F,2022-02-09T14:22:27.091126,41.09,-,-,-
220209G,2022-02-09T19:42:11.328176,21.25,-,-,-
220209H,2022-02-09T20:11:51.760768,29.25,-,-,-
220209I,2022-02-09T23:03:55.089014,28.54,2022-02-09T23:04:01.553010,19.9,166.11
220210A,2022-02-10T06:25:42.225178,23.3,-,-,-
220210B,2022-02-10T08:42:32.963861,25.66,-,-,-
220210C,2022-02-10T12:43:14.077592,25.47,-,-,-
220210D,2022-02-10T12:47:43.997601,32.9,-,-,-
220211A,2022-02-11T01:32:14.048062,45.89,-,-,-
220211B,2022-02-11T04:00:56.481211,90.75,-,-,-
220211C,2022-02-11T05:39:22.808000,34.3,-,-,-
220211D,2022-02-11T05:38:51.000000,21.06,-,-,-
220211E,2022-02-11T09:35:19.104158,26.69,-,-,-
220211F,2022-02-11T14:41:31.344267,38.59,-,-,-
220211G,2022-02-11T21:52:52.849121,17.09,-,-,-
220212A,2022-02-12T03:45:20.558386,95.87,2022-02-12T03:45:53.902386,24.7,280.54
220212B,2022-02-12T14:24:59.297477,31.49,-,-,-
220212C,2022-02-12T14:36:02.817478,37.12,-,-,-
220213A,2022-02-13T10:08:41.000000,38.91,-,-,-
220213B,2022-02-13T10:13:20.447383,32.58,-,-,-
220213C,2022-02-13T12:25:46.128417,17.28,-,-,-
220213D,2022-02-13T12:58:26.752754,36.03,-,-,-
220213E,2022-02-13T22:36:31.728080,29.38,-,-,-
220214A,2022-02-14T00:47:03.072876,36.86,-,-,-
220214B,2022-02-14T03:19:20.392007,76.54,-,-,-
220214C,2022-02-14T08:16:15.000000,41.15,-,-,-
220214D,2022-02-14T21:26:15.505701,32.06,-,-,-
220215A,2022-02-15T01:25:20.808007,80.13,-,-,-
220215B,2022-02-15T03:05:37.560004,93.38,-,-,-
220215C,2022-02-15T05:31:13.760162,40.96,-,-,-
220215D,2022-02-15T05:37:50.320173,28.16,-,-,-
220215E,2022-02-15T08:20:33.290377,26.24,-,-,-
220216A,2022-02-16T06:13:41.025736,19.01,-,-,-
220216B,2022-02-16T08:15:02.320397,23.36,-,-,-
220216C,2022-02-16T13:54:05.600161,30.72,-,-,-
220216D,2022-02-16T16:54:11.104202,28.93,-,-,-
220217A,2022-02-17T04:25:44.787322,21.31,-,-,-
220217B,2022-02-17T04:37:32.067312,34.56,-,-,-
220217C,2022-02-17T08:04:19.344620,23.1,-,-,-
220217D,2022-02-17T09:17:03.809395,25.15,2022-02-17T09:17:22.561382,2.43,15.75
220217E,2022-02-17T12:17:53.954901,25.98,-,-,-
220217F,2022-02-17T14:05:39.648101,21.38,2022-02-17T14:05:53.856098,1.47,4.73
220218A,2022-02-18T03:27:45.473694,14.85,2022-02-18T03:27:53.729690,2.05,6.44
220218B,2022-02-18T07:23:19.681240,29.95,-,-,-
220218C,2022-02-18T07:49:13.761242,19.26,-,-,-
220218D,2022-02-18T09:18:24.721860,21.89,-,-,-
220218E,2022-02-18T19:35:34.531191,29.82,-,-,-
220219A,2022-02-19T10:39:46.669381,36.22,-,-,-
220220A,2022-02-20T00:18:37.536007,78.4,-,-,-
220220B,2022-02-20T02:30:50.224112,19.71,-,-,-
220220C,2022-02-20T04:06:09.920938,29.89,-,-,-
220220D,2022-02-20T05:58:16.576415,26.56,-,-,-
220220E,2022-02-20T06:13:25.440419,32.38,-,-,-
220220F,2022-02-20T22:26:17.648217,90.69,-,-,-
220221A,2022-02-21T00:05:02.536005,86.4,-,-,-
220221B,2022-02-21T05:02:00.856002,36.22,-,-,-
220221C,2022-02-21T05:13:05.596753,27.71,-,-,-
220221D,2022-02-21T22:11:35.176007,77.76,-,-,-
220221E,2022-02-21T23:51:36.544006,83.39,-,-,-
220222A,2022-02-22T00:10:02.849226,57.09,-,-,-
220222B,2022-02-22T01:43:29.648186,40.77,-,-,-
220222C,2022-02-22T06:39:53.112246,32.26,-,-,-
220222D,2022-02-22T09:16:20.000952,23.42,-,-,-
220222E,2022-02-22T09:18:10.000952,20.99,-,-,-
220222F,2022-02-22T21:58:09.952006,81.98,-,-,-
220223A,2022-02-23T06:47:09.281728,33.79,-,-,-
220223B,2022-02-23T21:44:50.424006,80.51,-,-,-
220224A,2022-02-24T01:09:36.118348,25.28,2022-02-24T01:09:40.726338,11.14,2.92
220224B,2022-02-24T02:51:18.232286,40.19,-,-,-
220224C,2022-02-24T04:31:04.064907,54.78,-,-,-
220224D,2022-02-24T21:47:16.115787,28.99,-,-,-
220224E,2022-02-24T23:15:48.321244,34.05,-,-,-
220224F,2022-02-24T23:17:38.321244,26.62,-,-,-
220225A,2022-02-25T02:59:16.735223,29.7,-,-,-
220225B,2022-02-25T04:11:00.901242,37.06,-,-,-
220226A,2022-02-26T01:19:04.976495,25.09,-,-,-
220226B,2022-02-26T08:35:16.545184,22.14,-,-,-
220226C,2022-02-26T11:59:21.153317,38.78,2022-02-26T11:59:25.185304,27.78,9.04
220226D,2022-02-26T14:08:04.400131,20.54,-,-,-
220226E,2022-02-26T15:24:39.713074,42.56,2022-02-26T15:24:42.081064,34.75,9.9
220226F,2022-02-26T16:11:09.329525,20.74,-,-,-
220226G,2022-02-26T22:46:52.618119,6.02,-,-,-
220227A,2022-02-27T02:12:06.384493,27.71,-,-,-
220227B,2022-02-27T05:27:16.676064,24.51,-,-,-
220228A,2022-02-28T06:38:21.626454,34.11,-,-,-
220228B,2022-02-28T13:10:34.080491,25.86,-,-,-
220228C,2022-02-28T14:50:48.323332,31.62,-,-,-
220228D,2022-02-28T23:24:53.920416,33.92,-,-,-
220301A,2022-03-01T00:59:06.688237,18.62,2022-03-01T00:59:16.032226,6.34,7.41
220301B,2022-03-01T22:04:12.202906,29.12,-,-,-
220302A,2022-03-02T02:04:02.769375,31.55,-,-,-
220302B,2022-03-02T03:48:14.880898,35.07,-,-,-
220302C,2022-03-02T03:59:08.160309,27.58,-,-,-
220303A,2022-03-03T01:26:02.081299,22.78,-,-,-
220303B,2022-03-03T14:06:36.800239,27.78,-,-,-
220304A,2022-03-04T08:38:48.480447,21.7,-,-,-
220304B,2022-03-04T11:30:49.777024,20.16,-,-,-
220304C,2022-03-04T18:54:34.112395,29.89,-,-,-
220304D,2022-03-04T19:14:11.688016,21.25,-,-,-
220304E,2022-03-04T20:40:45.928005,30.98,-,-,-
220305A,2022-03-05T15:03:07.488538,29.12,-,-,-
220305B,2022-03-05T19:58:43.968411,42.37,-,-,-
220305C,2022-03-05T22:24:37.464014,33.47,-,-,-
220305D,2022-03-05T23:19:30.896723,39.04,-,-,-
220306A,2022-03-06T00:05:41.552013,40.38,-,-,-
220306B,2022-03-06T07:57:16.097252,25.66,2022-03-06T07:57:30.753246,11.46,10.53
220306C,2022-03-06T18:22:01.969842,19.26,-,-,-
220306D,2022-03-06T22:34:43.624242,31.87,-,-,-
220307A,2022-03-07T06:34:53.441598,21.95,-,-,-
220307B,2022-03-07T08:29:11.536078,35.26,-,-,-
220307C,2022-03-07T09:20:26.112500,35.97,-,-,-
220307D,2022-03-07T20:03:38.576595,34.18,-,-,-
220307E,2022-03-07T20:48:28.379403,16.9,-,-,-
220307F,2022-03-07T20:53:16.331396,57.54,-,-,-
220307G,2022-03-07T20:58:32.395412,23.87,-,-,-
220308A,2022-03-08T00:32:03.809361,34.05,-,-,-
220308B,2022-03-08T01:43:03.195957,29.44,-,-,-
220308C,2022-03-08T05:43:00.224638,26.24,2022-03-08T05:43:09.184628,16.19,542.5
220308D,2022-03-08T10:43:20.449063,22.08,-,-,-
220308E,2022-03-08T19:18:20.112922,21.76,-,-,-
220308F,2022-03-08T21:24:19.617723,33.79,-,-,-
220308G,2022-03-08T23:46:03.045288,27.07,-,-,-
220309A,2022-03-09T02:57:46.752355,31.17,-,-,-
220309B,2022-03-09T10:23:18.833991,15.42,2022-03-09T10:23:20.497976,16.58,6.74
220309C,2022-03-09T12:28:25.920071,21.44,-,-,-
220309D,2022-03-09T21:07:40.593759,22.85,-,-,-
220309E,2022-03-09T22:06:20.736690,34.5,2022-03-09T22:06:33.536680,16.96,5.59
220309F,2022-03-09T23:58:00.000342,47.04,-,-,-
220310A,2022-03-10T03:00:56.816929,17.34,2022-03-10T03:00:42.480918,30.85,46.6
220310B,2022-03-10T20:03:01.993454,55.62,-,-,-
220310C,2022-03-10T20:28:41.993454,24.9,-,-,-
220311A,2022-03-11T09:13:04.065526,19.9,-,-,-
220311B,2022-03-11T09:44:30.641529,50.69,-,-,-
220311C,2022-03-11T15:59:18.144029,30.46,-,-,-
220311D,2022-03-11T16:42:32.564336,35.39,-,-,-
220311E,2022-03-11T18:17:20.525395,18.37,-,-,-
220311F,2022-03-11T18:29:56.893393,26.11,2022-03-11T18:30:01.373382,22.4,5.55
220311G,2022-03-11T19:23:54.088016,22.85,-,-,-
220312A,2022-03-12T04:55:56.048721,16.06,-,-,-
220312B,2022-03-12T19:02:45.152309,20.86,-,-,-
220312C,2022-03-12T21:14:21.042496,37.06,-,-,-
220313A,2022-03-13T02:59:31.391777,28.54,-,-,-
220313B,2022-03-13T04:13:32.545743,20.35,2022-03-13T04:13:36.321734,16.7,41.33
220313C,2022-03-13T08:57:35.872789,30.08,-,-,-
220313D,2022-03-13T17:59:23.520028,15.74,-,-,-
220313E,2022-03-13T19:40:31.788693,30.08,-,-,-
220313F,2022-03-13T20:17:30.849332,35.78,-,-,-
220313G,2022-03-13T21:03:30.000308,35.46,-,-,-
220314A,2022-03-14T01:09:18.048336,41.66,2022-03-14T01:09:22.912336,40.38,36.66
220314B,2022-03-14T01:10:51.872336,8.06,-,-,-
220314C,2022-03-14T02:46:49.057621,41.09,2022-03-14T02:47:10.881610,17.86,6.29
220314D,2022-03-14T06:46:31.009102,68.93,2022-03-14T06:46:55.009094,40.06,96.09
220314E,2022-03-14T18:09:49.344116,25.98,-,-,-
220314F,2022-03-14T18:44:00.360014,32.58,-,-,-
220315A,2022-03-15T00:57:47.456153,19.71,-,-,-
220315B,2022-03-15T05:09:41.283279,32.26,2022-03-15T05:09:50.755272,0.77,6.55
220315C,2022-03-15T18:08:06.769481,49.92,-,-,-
220316A,2022-03-16T15:27:17.029072,20.86,-,-,-
220316B,2022-03-16T17:09:32.372506,44.54,-,-,-
220317A,2022-03-17T13:50:49.851166,18.43,-,-,-
220318A,2022-03-18T14:08:18.992087,32.9,-,-,-
220318B,2022-03-18T15:18:20.304462,33.22,-,-,-
220318C,2022-03-18T15:52:20.656472,20.03,-,-,-
220318D,2022-03-18T18:13:18.140876,39.81,-,-,-
220319A,2022-03-19T13:08:41.245958,22.4,-,-,-
220319B,2022-03-19T14:38:26.829850,36.74,-,-,-
220319C,2022-03-19T14:54:56.829850,31.42,-,-,-
220319D,2022-03-19T15:01:52.608670,42.37,-,-,-
220319E,2022-03-19T16:38:42.967615,22.08,-,-,-
220319F,2022-03-19T17:25:30.000122,32.64,-,-,-
220319G,2022-03-19T20:56:40.003168,27.46,-,-,-
220320A,2022-03-20T00:14:01.793261,14.08,-,-,-
220320B,2022-03-20T00:26:45.841260,16.9,-,-,-
220320C,2022-03-20T13:53:45.617518,41.41,-,-,-
220320D,2022-03-20T15:38:01.712649,28.22,-,-,-
220320E,2022-03-20T22:38:20.002102,28.22,-,-,-
220321A,2022-03-21T14:14:49.015956,21.18,-,-,-
220321B,2022-03-21T15:17:51.648315,28.29,-,-,-
220321C,2022-03-21T23:15:34.961617,54.98,-,-,-
220322A,2022-03-22T09:40:02.326979,28.99,-,-,-
220322B,2022-03-22T16:54:37.344510,22.59,-,-,-
220323A,2022-03-23T07:20:51.859942,21.38,-,-,-
220323B,2022-03-23T13:21:47.232014,32.7,-,-,-
220323C,2022-03-23T15:22:33.992002,26.05,-,-,-
220323D,2022-03-23T19:02:26.145088,28.74,-,-,-
220323E,2022-03-23T19:25:35.329099,4.61,-,-,-
220324A,2022-03-24T04:23:15.824822,34.11,-,-,-
220324B,2022-03-24T12:39:29.696255,50.24,-,-,-
220324C,2022-03-24T19:17:04.801007,25.6,-,-,-
220324D,2022-03-24T23:19:19.504147,22.4,-,-,-
220325A,2022-03-25T08:21:05.101908,28.93,-,-,-
220325B,2022-03-25T10:00:12.997992,39.04,-,-,-
220325C,2022-03-25T21:02:33.504505,25.54,2022-03-25T21:02:36.832496,30.14,9.09
220326A,2022-03-26T07:25:23.808305,16.13,-,-,-
220326B,2022-03-26T07:26:37.008299,16.38,-,-,-
220326C,2022-03-26T08:13:19.047482,15.62,-,-,-
220326D,2022-03-26T08:20:33.287481,18.18,-,-,-
220326E,2022-03-26T08:22:30.391482,14.4,-,-,-
220326F,2022-03-26T08:24:10.087481,16.26,2022-03-26T08:24:15.079478,17.73,5.36
220326G,2022-03-26T08:34:20.439490,14.14,-,-,-
220326H,2022-03-26T08:43:50.343494,15.23,-,-,-
220326I,2022-03-26T08:50:21.383486,15.62,2022-03-26T08:50:25.479478,15.04,5.5
220326J,2022-03-26T23:20:47.808246,20.1,2022-03-26T23:20:45.760238,29.06,6.17
220327A,2022-03-27T06:53:48.271576,19.52,-,-,-
220327B,2022-03-27T08:38:29.408320,16.45,-,-,-
220327C,2022-03-27T12:03:04.480136,35.46,-,-,-
220327D,2022-03-27T12:26:53.712136,22.98,-,-,-
220327E,2022-03-27T13:58:33.984690,37.76,-,-,-
220327F,2022-03-27T19:46:20.384017,27.26,-,-,-
220328A,2022-03-28T11:24:52.449072,40.13,-,-,-
220328B,2022-03-28T11:27:58.401066,14.85,2022-03-28T11:28:07.617060,0.64,8.34
220328C,2022-03-28T21:12:56.192085,25.6,-,-,-
220328D,2022-03-28T21:34:14.160096,26.05,2022-03-28T21:34:10.256082,25.47,4.27
220329A,2022-03-29T02:03:16.064380,23.87,-,-,-
220329B,2022-03-29T07:43:12.527156,31.42,2022-03-29T07:43:22.575154,42.18,97.16
220329C,2022-03-29T13:18:10.002784,37.25,-,-,-
220329D,2022-03-29T17:38:38.177283,54.34,2022-03-29T17:39:04.929280,32.77,113.72
220329E,2022-03-29T20:18:58.320056,39.23,2022-03-29T20:19:08.944048,24.19,58.03
220329F,2022-03-29T21:21:16.289590,25.6,-,-,-
220329G,2022-03-29T22:02:54.496142,45.44,-,-,-
220329H,2022-03-29T22:46:26.784138,35.26,-,-,-
220329I,2022-03-29T22:54:24.864144,35.07,-,-,-
220330A,2022-03-30T02:57:37.361548,20.93,-,-,-
220330B,2022-03-30T04:36:48.560147,26.82,-,-,-
220330C,2022-03-30T12:15:07.405201,36.16,-,-,-
220330D,2022-03-30T12:58:52.225413,53.89,-,-,-
220331A,2022-03-31T07:56:02.256440,47.68,-,-,-
220331B,2022-03-31T09:49:05.875610,24.06,-,-,-
220331C,2022-03-31T10:22:05.492717,18.24,-,-,-
220401A,2022-04-01T03:25:33.872007,80.06,-,-,-
220401B,2022-04-01T06:43:35.000000,44.8,-,-,-
220401C,2022-04-01T14:17:45.056252,20.8,-,-,-
220401D,2022-04-01T22:27:46.625570,28.1,-,-,-
220401E,2022-04-01T22:45:44.113585,5.82,-,-,-
220402A,2022-04-02T07:46:05.928017,19.01,-,-,-
220402B,2022-04-02T17:42:29.312367,90.62,-,-,-
220402C,2022-04-02T17:44:30.128369,79.81,-,-,-
220403A,2022-04-03T06:31:31.374808,27.65,-,-,-
220403B,2022-04-03T10:13:44.576583,15.81,2022-04-03T10:13:53.344572,9.66,348.85
220403C,2022-04-03T16:53:37.953702,31.04,-,-,-
220404A,2022-04-04T07:47:03.729651,25.86,-,-,-
220404B,2022-04-04T09:23:24.987136,26.88,-,-,-
220404C,2022-04-04T09:27:21.563139,27.84,2022-04-04T09:27:42.491136,0.19,10.43
220404D,2022-04-04T14:32:34.082787,25.86,-,-,-
220404E,2022-04-04T19:09:41.025341,60.67,2022-04-04T19:09:39.041334,52.35,43.34
220404F,2022-04-04T19:43:10.593346,25.54,-,-,-
220405A,2022-04-05T17:16:50.145299,45.12,-,-,-
220406A,2022-04-06T05:34:47.000000,38.34,-,-,-
220407A,2022-04-07T08:51:22.826475,33.22,-,-,-
220407B,2022-04-07T09:26:56.784008,43.01,-,-,-
220407C,2022-04-07T22:30:13.416007,75.52,-,-,-
220408A,2022-04-08T00:10:34.656008,73.28,-,-,-
220408B,2022-04-08T04:35:49.696683,32.0,-,-,-
220408C,2022-04-08T06:45:58.000000,33.22,-,-,-
220408D,2022-04-08T08:24:21.000000,25.6,-,-,-
220408E,2022-04-08T19:50:10.306220,28.03,2022-04-08T19:50:21.954212,22.59,23.05
220410A,2022-04-10T04:50:49.753311,22.14,-,-,-
220410B,2022-04-10T21:49:38.072006,84.86,-,-,-
220411A,2022-04-11T01:18:58.083668,21.12,-,-,-
220411B,2022-04-11T06:56:13.401720,22.85,-,-,-
220411C,2022-04-11T12:34:10.384217,27.26,-,-,-
220412A,2022-04-12T06:26:00.976085,21.06,-,-,-
220412B,2022-04-12T08:21:15.712376,44.22,-,-,-
220412C,2022-04-12T13:17:32.704596,27.46,-,-,-
220412D,2022-04-12T16:36:30.000510,40.77,-,-,-
220412E,2022-04-12T21:29:03.186406,26.94,-,-,-
220412F,2022-04-12T21:45:33.186406,26.11,-,-,-
220414A,2022-04-14T02:23:24.378510,36.67,-,-,-
220414B,2022-04-14T03:44:13.700404,21.12,-,-,-
220414C,2022-04-14T04:13:16.673906,34.82,-,-,-
220414D,2022-04-14T12:46:42.080356,29.82,-,-,-
220415A,2022-04-15T01:57:08.706212,39.23,-,-,-
220415B,2022-04-15T04:39:53.377163,18.37,-,-,-
220415C,2022-04-15T04:43:26.849162,23.81,-,-,-
220415D,2022-04-15T07:39:42.691070,15.81,-,-,-
220415E,2022-04-15T10:09:48.448022,15.23,-,-,-
220415F,2022-04-15T11:03:30.000058,23.1,-,-,-
220415G,2022-04-15T11:28:02.496065,23.42,-,-,-
